Asset_ID,Asset_Value,Maintenance_Cost,Age,Compliance_Status,Cybersecurity_Score,Physical_Security_Score,Vendor_Risk_Score,Environmental_Risk,Previous_Incidents
96,25609,9645,5,TRUE,87,88,18,2,1 (Malware)
97,50634,75254,3,FALSE,19,20,0,0,3 (Physical Theft)
98,52217,15075,1,TRUE,13,26,10,0,3 (Physical Theft)
99,22444,9680,5,TRUE,58,99,62,0,1 (Malware)
100,14977,59547,7,TRUE,50,66,70,3,3 (Physical Theft)
101,4017,43068,0,FALSE,49,97,74,1,2 (Data Breach)
102,74244,25373,9,TRUE,64,66,80,2,0
103,45596,18738,1,TRUE,83,100,26,0,3 (Physical Theft)
104,90520,26392,6,FALSE,70,80,88,1,0
105,89689,68967,10,TRUE,82,21,91,3,1 (Malware)
106,1461,29129,6,FALSE,32,20,60,2,0
107,9849,65615,9,TRUE,1,80,45,1,0
108,68184,60998,2,TRUE,68,38,36,0,0
109,99430,3038,10,TRUE,65,33,12,1,1 (Malware)
110,10704,67151,9,FALSE,2,57,23,1,1 (Malware)
111,83066,86034,4,FALSE,10,8,64,2,3 (Physical Theft)
112,74524,51508,6,FALSE,9,64,3,1,1 (Malware)
113,560,53682,9,TRUE,3,26,95,2,2 (Data Breach)
114,80239,517,1,TRUE,22,71,77,3,2 (Data Breach)
115,63948,86611,9,FALSE,11,24,60,3,0
116,41137,58574,7,TRUE,1,25,34,1,3 (Physical Theft)
117,80552,28519,1,TRUE,11,50,70,3,0
118,31198,89049,0,FALSE,36,55,58,2,1 (Malware)
119,86506,75962,0,TRUE,53,28,51,1,1 (Malware)
120,55694,53860,8,FALSE,2,31,12,0,2 (Data Breach)
121,33883,1429,10,TRUE,44,74,54,3,2 (Data Breach)
122,70660,3867,2,TRUE,16,68,80,3,1 (Malware)
123,27339,80589,5,TRUE,32,99,57,0,1 (Malware)
124,46853,96069,6,FALSE,23,7,23,3,2 (Data Breach)
125,19407,1067,10,FALSE,97,43,55,2,2 (Data Breach)
126,53373,18520,6,TRUE,96,32,13,1,1 (Malware)
127,31707,93960,7,TRUE,56,61,36,0,1 (Malware)
128,52270,24043,1,TRUE,38,92,61,2,0
129,39546,82104,0,TRUE,55,62,16,0,2 (Data Breach)
130,39475,51874,8,FALSE,23,94,79,3,2 (Data Breach)
131,69549,40410,10,TRUE,50,30,23,2,0
132,21407,21331,8,FALSE,45,98,65,0,3 (Physical Theft)
133,34842,96895,5,TRUE,42,44,98,2,2 (Data Breach)
134,52618,73088,0,FALSE,66,27,39,1,1 (Malware)
135,66269,37493,7,FALSE,88,31,42,2,2 (Data Breach)
136,71063,34663,1,TRUE,11,7,90,1,3 (Physical Theft)
137,67671,47095,6,TRUE,66,11,31,1,3 (Physical Theft)
138,63175,293,2,TRUE,45,55,44,3,3 (Physical Theft)
139,4379,38239,8,TRUE,34,68,68,3,3 (Physical Theft)
140,45025,3510,1,TRUE,31,45,52,3,3 (Physical Theft)
141,46219,35710,6,FALSE,12,19,28,1,2 (Data Breach)
142,27931,31247,1,FALSE,92,29,65,2,1 (Malware)
143,2226,3106,8,FALSE,54,50,44,1,0
144,13585,61388,6,TRUE,20,48,20,1,1 (Malware)
145,41397,78333,8,TRUE,11,19,86,3,1 (Malware)
146,16970,29093,3,TRUE,21,30,97,2,3 (Physical Theft)
147,69659,98311,9,FALSE,11,84,12,0,1 (Malware)
148,9072,32971,10,FALSE,87,58,79,2,2 (Data Breach)
149,80169,8258,4,TRUE,53,90,52,3,1 (Malware)
150,78292,81061,6,TRUE,36,62,6,3,0
151,38785,67820,10,FALSE,58,74,96,1,0
152,46520,25867,7,TRUE,87,99,69,1,3 (Physical Theft)
153,1820,99488,8,TRUE,32,74,96,0,3 (Physical Theft)
154,88789,49340,7,TRUE,22,97,68,2,3 (Physical Theft)
155,88460,74162,7,TRUE,55,34,3,2,0
156,76167,85150,7,TRUE,39,88,85,1,1 (Malware)
157,31487,63142,4,FALSE,44,91,13,1,1 (Malware)
158,47521,95693,7,TRUE,68,42,37,2,3 (Physical Theft)
159,31645,71509,6,FALSE,95,51,62,1,2 (Data Breach)
160,23229,13110,3,TRUE,49,93,95,2,2 (Data Breach)
161,56425,17859,2,FALSE,30,40,27,0,1 (Malware)
162,54362,20845,2,FALSE,44,70,66,0,1 (Malware)
163,15867,51185,10,FALSE,94,82,44,1,3 (Physical Theft)
164,86693,86240,10,TRUE,59,76,56,2,2 (Data Breach)
165,84584,64715,10,FALSE,41,59,1,2,1 (Malware)
166,90534,27588,2,FALSE,29,10,53,0,3 (Physical Theft)
167,66677,52341,10,TRUE,9,69,94,0,3 (Physical Theft)
168,4640,23716,3,FALSE,16,69,68,2,2 (Data Breach)
169,11574,18969,9,FALSE,83,9,24,3,1 (Malware)
170,67758,70217,0,FALSE,47,18,11,0,2 (Data Breach)
171,49426,30613,6,FALSE,15,88,95,2,3 (Physical Theft)
172,2377,78398,2,FALSE,7,64,22,3,1 (Malware)
173,26627,89967,0,TRUE,25,22,91,1,1 (Malware)
174,14745,93474,2,TRUE,32,25,84,1,1 (Malware)
175,47624,79843,8,FALSE,98,37,57,1,0
176,18671,73967,8,FALSE,82,89,99,2,2 (Data Breach)
177,66954,14598,5,FALSE,51,1,7,0,3 (Physical Theft)
178,83497,25068,9,TRUE,60,82,13,0,1 (Malware)
179,38287,17952,0,TRUE,88,17,98,1,0
180,50626,12929,4,TRUE,0,4,51,1,1 (Malware)
181,64309,76598,2,TRUE,17,46,96,1,2 (Data Breach)
182,63239,56041,0,FALSE,55,50,71,2,2 (Data Breach)
183,45706,47125,5,TRUE,88,52,40,1,3 (Physical Theft)
184,43459,75775,1,TRUE,43,3,10,3,2 (Data Breach)
185,90063,52818,5,FALSE,99,61,36,2,1 (Malware)
186,704,3380,0,FALSE,49,79,87,3,0
187,84797,98474,3,FALSE,56,9,39,2,0
188,23634,35270,8,TRUE,59,94,74,3,0
189,14447,58452,0,FALSE,70,92,41,0,3 (Physical Theft)
190,94236,46840,3,TRUE,79,0,68,3,3 (Physical Theft)
191,51096,18594,4,FALSE,25,4,37,3,2 (Data Breach)
192,77105,13137,6,FALSE,17,58,32,2,1 (Malware)
193,62039,19250,5,TRUE,22,12,75,1,0
194,64775,54070,0,FALSE,74,50,47,0,0
195,60384,1342,8,FALSE,51,63,60,1,0
196,1844,30849,3,TRUE,50,18,43,0,0
197,78188,25049,6,FALSE,74,26,34,1,2 (Data Breach)
198,83203,20697,8,TRUE,50,97,64,2,1 (Malware)
199,29505,90652,4,FALSE,5,53,37,2,3 (Physical Theft)
200,20320,97550,6,TRUE,1,72,26,2,0
201,27318,1215,3,TRUE,25,3,52,1,0
202,88543,62817,8,TRUE,85,0,74,0,2 (Data Breach)
203,70538,75025,0,TRUE,92,17,28,1,3 (Physical Theft)
204,33174,15167,8,FALSE,89,67,76,2,0
205,57861,50213,9,TRUE,71,19,27,3,1 (Malware)
206,92299,6396,0,FALSE,32,70,41,1,1 (Malware)
207,48048,2671,3,FALSE,15,90,52,1,3 (Physical Theft)
208,61168,85543,2,FALSE,27,21,30,2,3 (Physical Theft)
209,55468,27338,10,FALSE,6,36,77,0,2 (Data Breach)
210,46589,42886,4,TRUE,14,20,50,3,2 (Data Breach)
211,45243,84263,1,TRUE,10,41,9,1,0
212,64575,53002,9,TRUE,14,56,71,1,3 (Physical Theft)
213,64241,60138,3,FALSE,63,16,76,0,1 (Malware)
214,78604,63449,9,TRUE,61,5,0,0,2 (Data Breach)
215,89272,79627,7,TRUE,11,37,70,0,1 (Malware)
216,22232,19350,4,TRUE,93,73,9,1,0
217,53678,53378,1,TRUE,84,78,7,2,2 (Data Breach)
218,1985,11819,6,FALSE,57,7,16,2,2 (Data Breach)
219,78843,69,7,TRUE,35,16,29,1,1 (Malware)
220,52912,32485,2,FALSE,99,28,8,3,0
221,71764,18224,9,FALSE,62,19,31,3,2 (Data Breach)
222,11279,98619,10,TRUE,10,46,100,1,2 (Data Breach)
223,85793,95369,5,TRUE,32,13,0,2,2 (Data Breach)
224,40783,40097,6,FALSE,41,65,14,1,2 (Data Breach)
225,85167,35447,3,FALSE,1,82,66,1,0
226,60582,18647,0,TRUE,10,60,82,3,1 (Malware)
227,74204,5954,0,TRUE,92,52,4,2,0
228,35049,77244,3,TRUE,98,25,53,3,2 (Data Breach)
229,14785,64118,4,TRUE,43,46,34,1,1 (Malware)
230,59598,78821,9,FALSE,42,33,71,1,1 (Malware)
231,45245,14260,3,FALSE,41,100,16,0,1 (Malware)
232,60700,75164,3,FALSE,20,34,8,2,3 (Physical Theft)
233,5494,7384,8,TRUE,92,22,6,1,0
234,2186,16982,10,FALSE,14,43,56,3,2 (Data Breach)
235,29077,78749,0,FALSE,25,94,21,2,0
236,73010,79660,2,FALSE,68,31,18,1,1 (Malware)
237,71008,76270,8,FALSE,5,98,33,3,2 (Data Breach)
238,61363,80819,1,FALSE,72,14,85,2,3 (Physical Theft)
239,45489,75757,2,TRUE,51,35,70,0,0
240,83508,582,1,TRUE,22,80,9,2,1 (Malware)
241,14481,52787,7,FALSE,82,52,9,3,0
242,53090,34684,7,FALSE,29,57,35,2,0
243,57417,57540,3,TRUE,97,54,11,1,2 (Data Breach)
244,3575,58183,1,FALSE,75,67,24,3,2 (Data Breach)
245,17006,34943,8,FALSE,11,87,86,1,3 (Physical Theft)
246,18540,4726,4,FALSE,77,75,20,0,2 (Data Breach)
247,69099,29632,1,FALSE,13,7,59,2,3 (Physical Theft)
248,4657,21538,10,FALSE,96,72,100,3,3 (Physical Theft)
249,88977,33423,9,TRUE,82,74,13,1,2 (Data Breach)
250,56920,6514,8,FALSE,24,88,15,0,0
251,61057,94494,0,FALSE,35,9,18,3,0
252,78958,15579,7,FALSE,14,76,73,3,1 (Malware)
253,71612,21688,0,FALSE,7,27,10,2,1 (Malware)
254,79084,51163,2,FALSE,35,16,77,1,3 (Physical Theft)
255,27240,88987,6,TRUE,29,5,57,0,0
256,73967,65199,10,FALSE,27,3,3,3,3 (Physical Theft)
257,37411,48108,9,FALSE,82,71,80,0,1 (Malware)
258,75225,29326,5,TRUE,75,63,78,3,3 (Physical Theft)
259,64618,50800,9,TRUE,70,35,24,2,2 (Data Breach)
260,99503,53308,2,TRUE,6,60,25,2,1 (Malware)
261,98439,75289,10,TRUE,98,71,96,1,2 (Data Breach)
262,92857,42491,1,TRUE,80,19,53,0,2 (Data Breach)
263,87410,32056,9,FALSE,39,56,82,2,2 (Data Breach)
264,49513,47600,5,FALSE,50,79,4,2,3 (Physical Theft)
265,81103,79586,7,TRUE,53,43,19,3,1 (Malware)
266,58581,33858,1,TRUE,19,86,79,2,0
267,23871,75614,6,TRUE,11,39,70,1,1 (Malware)
268,88738,97979,0,FALSE,26,48,62,2,3 (Physical Theft)
269,14388,11999,6,TRUE,25,67,23,0,3 (Physical Theft)
270,85660,24659,0,FALSE,63,31,32,1,2 (Data Breach)
271,56804,19786,1,FALSE,49,12,64,2,1 (Malware)
272,36852,93566,2,TRUE,8,32,62,2,2 (Data Breach)
273,6759,4302,8,FALSE,89,59,32,3,3 (Physical Theft)
274,38166,57673,4,FALSE,83,67,17,1,0
275,41746,72616,10,FALSE,15,55,16,1,3 (Physical Theft)
276,37657,63225,6,TRUE,12,58,85,1,3 (Physical Theft)
277,27023,55492,5,TRUE,70,21,34,1,1 (Malware)
278,91311,405,1,FALSE,13,41,1,0,1 (Malware)
279,29968,24091,3,FALSE,91,44,7,3,0
280,71206,23393,2,FALSE,6,27,53,2,2 (Data Breach)
281,35796,96070,0,FALSE,79,100,50,3,0
282,79454,44609,7,FALSE,10,61,36,3,0
283,6333,78914,10,TRUE,25,78,69,1,3 (Physical Theft)
284,51097,93975,5,FALSE,36,86,14,3,1 (Malware)
285,99168,18165,4,TRUE,57,3,72,3,1 (Malware)
286,878,7676,3,TRUE,66,90,95,1,3 (Physical Theft)
287,35143,94004,9,FALSE,87,43,9,3,0
288,2571,15937,0,FALSE,18,80,53,1,1 (Malware)
289,86853,47203,4,TRUE,18,64,40,3,3 (Physical Theft)
290,33354,78805,1,TRUE,44,92,0,0,0
291,48029,40762,6,FALSE,13,56,46,3,3 (Physical Theft)
292,41698,12261,0,FALSE,23,87,16,1,3 (Physical Theft)
293,75752,95198,6,FALSE,29,33,52,0,3 (Physical Theft)
294,19683,91448,3,TRUE,65,66,33,1,1 (Malware)
295,21122,50736,5,TRUE,69,54,68,3,3 (Physical Theft)
296,70221,36820,8,FALSE,57,88,21,0,2 (Data Breach)
297,10748,23656,5,FALSE,30,22,62,3,2 (Data Breach)
298,37379,48913,5,FALSE,57,59,61,2,3 (Physical Theft)
299,3205,52538,10,FALSE,2,84,19,1,1 (Malware)
300,73446,4849,6,TRUE,35,36,43,0,0
301,69881,15949,5,TRUE,43,13,78,3,2 (Data Breach)
302,2722,44282,5,FALSE,30,9,52,0,2 (Data Breach)
303,48514,18908,1,FALSE,76,27,96,0,0
304,85942,34298,0,FALSE,31,42,44,0,1 (Malware)
305,27676,30047,8,FALSE,53,8,96,0,1 (Malware)
306,88115,50134,0,TRUE,19,5,20,2,2 (Data Breach)
307,54193,49480,1,FALSE,2,89,25,0,1 (Malware)
308,67012,9852,9,TRUE,42,36,13,2,1 (Malware)
309,63724,35787,3,FALSE,68,27,50,2,0
310,52897,72947,6,FALSE,4,39,7,3,2 (Data Breach)
311,56245,16391,6,FALSE,82,87,44,2,0
312,44783,21580,3,TRUE,86,49,88,1,3 (Physical Theft)
313,18340,16496,6,FALSE,81,40,74,3,1 (Malware)
314,73924,55197,8,FALSE,93,89,41,0,1 (Malware)
315,50476,99258,9,TRUE,95,81,19,0,1 (Malware)
316,19417,43398,4,TRUE,59,8,67,3,3 (Physical Theft)
317,60936,40712,7,TRUE,98,55,21,1,3 (Physical Theft)
318,86382,81702,4,TRUE,50,44,28,1,0
319,22826,57152,3,FALSE,1,59,45,3,2 (Data Breach)
320,22908,61137,7,TRUE,93,6,45,1,3 (Physical Theft)
321,27484,13359,5,TRUE,53,34,3,0,2 (Data Breach)
322,46502,30159,7,TRUE,51,75,100,2,0
323,10991,3104,9,FALSE,21,94,83,1,1 (Malware)
324,17119,93545,7,FALSE,36,97,26,0,0
325,49485,95524,3,FALSE,21,56,57,1,0
326,15599,77551,0,FALSE,89,58,35,2,0
327,66900,56037,0,TRUE,98,80,0,1,3 (Physical Theft)
328,21081,59899,8,TRUE,21,93,4,1,0
329,88323,84343,7,TRUE,13,18,17,2,0
330,93954,52619,7,TRUE,25,53,91,2,3 (Physical Theft)
331,27390,6799,4,TRUE,53,36,42,0,0
332,91999,47463,1,FALSE,55,15,15,2,1 (Malware)
333,89266,46586,3,FALSE,4,9,70,1,0
334,37288,46437,9,FALSE,3,83,94,3,1 (Malware)
335,22203,32470,10,TRUE,27,63,3,3,1 (Malware)
336,69525,70055,6,FALSE,19,50,6,1,1 (Malware)
337,54626,41961,6,TRUE,0,60,61,1,0
338,15619,36500,9,FALSE,17,57,54,2,2 (Data Breach)
339,38298,97633,6,TRUE,37,3,36,0,2 (Data Breach)
340,58246,19422,2,FALSE,23,82,54,0,2 (Data Breach)
341,69555,21945,2,TRUE,10,82,13,3,3 (Physical Theft)
342,17955,51378,5,FALSE,8,58,41,0,0
343,53427,4049,4,FALSE,56,60,23,2,2 (Data Breach)
344,586,10901,4,TRUE,90,69,43,1,2 (Data Breach)
345,97225,15697,9,FALSE,52,60,93,1,0
346,64444,2922,6,FALSE,50,46,4,2,2 (Data Breach)
347,72595,60060,5,FALSE,55,40,32,2,0
348,62045,49024,8,FALSE,61,2,10,3,1 (Malware)
349,81630,42049,8,TRUE,24,92,79,0,1 (Malware)
350,87581,8618,5,FALSE,53,95,38,3,0
351,7098,15797,6,TRUE,64,19,98,0,3 (Physical Theft)
352,92186,18047,8,TRUE,6,49,11,0,3 (Physical Theft)
353,8530,53275,10,TRUE,28,39,29,2,3 (Physical Theft)
354,47319,77789,5,FALSE,63,39,78,1,1 (Malware)
355,81544,38496,2,FALSE,88,61,54,1,1 (Malware)
356,35846,52182,1,TRUE,66,64,46,0,1 (Malware)
357,1346,49351,0,TRUE,81,57,17,1,3 (Physical Theft)
358,29276,15035,10,TRUE,57,18,66,1,0
359,75251,87888,8,TRUE,85,73,13,2,2 (Data Breach)
360,7759,33795,3,FALSE,89,92,37,1,0
361,20623,99934,10,FALSE,57,17,98,0,2 (Data Breach)
362,3484,98133,1,FALSE,45,72,85,2,2 (Data Breach)
363,96947,47304,2,FALSE,44,97,20,2,0
364,54465,50706,7,TRUE,48,83,34,1,3 (Physical Theft)
365,82028,28725,8,TRUE,62,55,56,2,1 (Malware)
366,52157,84264,4,FALSE,0,6,5,1,3 (Physical Theft)
367,91559,82564,7,TRUE,35,21,1,1,2 (Data Breach)
368,28519,75519,7,TRUE,96,66,4,0,3 (Physical Theft)
369,32029,77568,7,FALSE,60,12,6,0,0
370,52411,39652,7,TRUE,11,85,60,2,0
371,87034,76510,1,TRUE,97,54,27,0,3 (Physical Theft)
372,67886,24875,10,FALSE,54,91,53,3,1 (Malware)
373,1580,87613,1,TRUE,100,17,83,3,2 (Data Breach)
374,46157,49965,0,TRUE,97,4,3,3,1 (Malware)
375,94672,59259,3,FALSE,100,10,54,0,3 (Physical Theft)
376,18935,62060,8,FALSE,65,31,53,1,2 (Data Breach)
377,31797,72026,10,FALSE,79,11,57,3,3 (Physical Theft)
378,59881,14414,6,TRUE,0,56,58,3,1 (Malware)
379,95380,66545,1,FALSE,58,43,13,3,1 (Malware)
380,12369,47208,0,FALSE,6,100,49,2,0
381,86788,7440,3,FALSE,2,95,38,1,3 (Physical Theft)
382,97048,22840,4,FALSE,70,81,93,2,3 (Physical Theft)
383,73063,99848,1,FALSE,48,24,27,1,3 (Physical Theft)
384,14594,32858,7,FALSE,48,83,45,1,1 (Malware)
385,42029,19998,5,TRUE,30,33,89,0,3 (Physical Theft)
386,95010,78695,2,TRUE,87,8,45,3,2 (Data Breach)
387,85159,31631,1,FALSE,75,69,74,1,0
388,40273,46268,3,FALSE,58,70,75,1,3 (Physical Theft)
389,60505,69747,0,TRUE,68,71,15,2,0
390,31080,95393,0,TRUE,37,95,59,1,2 (Data Breach)
391,32976,63422,4,TRUE,49,77,21,1,1 (Malware)
392,86097,43796,1,FALSE,96,80,13,0,1 (Malware)
393,50452,80149,3,FALSE,18,44,70,3,1 (Malware)
394,2479,65841,2,TRUE,5,41,40,2,2 (Data Breach)
395,72989,5558,3,TRUE,59,66,74,3,0
396,75585,78179,6,TRUE,3,4,87,0,3 (Physical Theft)
397,92361,89356,7,TRUE,44,93,92,0,0
398,72833,15140,7,TRUE,79,93,9,1,3 (Physical Theft)
399,7493,82408,2,TRUE,75,4,82,2,2 (Data Breach)
400,96998,81992,2,FALSE,1,99,50,1,2 (Data Breach)
401,74960,44773,6,FALSE,23,61,25,3,3 (Physical Theft)
402,21225,16322,8,FALSE,16,12,95,2,2 (Data Breach)
403,70494,73218,1,TRUE,48,50,50,2,0
404,36877,11463,1,FALSE,55,50,74,3,0
405,88529,27418,0,FALSE,46,100,54,1,1 (Malware)
406,71977,71880,9,TRUE,94,42,41,0,3 (Physical Theft)
407,9251,37954,2,TRUE,38,50,43,2,3 (Physical Theft)
408,42891,80958,9,FALSE,35,65,28,3,0
409,2992,67225,10,FALSE,29,12,2,1,2 (Data Breach)
410,23491,18343,9,FALSE,49,88,68,3,3 (Physical Theft)
411,68769,41337,8,FALSE,52,64,10,1,3 (Physical Theft)
412,3569,39651,3,FALSE,80,49,9,3,0
413,12500,51788,2,FALSE,24,88,98,3,3 (Physical Theft)
414,67606,33473,1,TRUE,26,91,3,1,2 (Data Breach)
415,91743,1492,5,TRUE,87,63,93,2,0
416,79161,20730,2,TRUE,59,5,28,0,0
417,54873,16386,8,FALSE,54,88,85,0,3 (Physical Theft)
418,12518,57445,2,TRUE,1,4,77,2,3 (Physical Theft)
419,63794,29310,0,FALSE,39,87,53,0,1 (Malware)
420,83759,15584,8,FALSE,48,76,69,3,3 (Physical Theft)
421,47232,93544,5,TRUE,2,87,81,0,0
422,24704,55328,0,TRUE,23,51,40,0,3 (Physical Theft)
423,62071,73517,8,TRUE,67,27,25,2,3 (Physical Theft)
424,71705,20005,9,TRUE,19,64,79,0,1 (Malware)
425,69026,48168,2,TRUE,72,34,85,0,2 (Data Breach)
426,86746,62365,4,FALSE,40,54,97,0,3 (Physical Theft)
427,15904,67791,0,FALSE,33,5,51,2,1 (Malware)
428,7750,94749,6,TRUE,21,21,1,1,2 (Data Breach)
429,32265,83315,9,TRUE,61,14,23,0,3 (Physical Theft)
430,34202,37065,1,TRUE,5,60,75,3,3 (Physical Theft)
431,66042,65,1,TRUE,82,9,52,0,2 (Data Breach)
432,20769,73918,4,TRUE,37,94,83,3,3 (Physical Theft)
433,66176,96321,2,FALSE,22,100,53,3,1 (Malware)
434,68344,19564,2,FALSE,10,33,99,1,1 (Malware)
435,78887,87299,1,FALSE,90,23,60,2,0
436,74191,20567,0,FALSE,98,84,10,0,2 (Data Breach)
437,82099,14959,8,FALSE,89,68,55,2,3 (Physical Theft)
438,9645,2729,0,FALSE,24,12,90,2,3 (Physical Theft)
439,41621,58556,3,TRUE,36,81,52,2,0
440,41456,41708,0,FALSE,79,0,87,2,0
441,56942,47166,2,TRUE,95,23,69,3,1 (Malware)
442,77415,76666,5,TRUE,93,22,21,3,0
443,476,13131,9,FALSE,47,30,47,2,3 (Physical Theft)
444,72665,11024,6,FALSE,39,44,13,1,3 (Physical Theft)
445,27206,20885,10,TRUE,56,97,86,2,2 (Data Breach)
446,21614,50038,0,TRUE,82,94,9,3,3 (Physical Theft)
447,29275,39828,4,TRUE,34,70,86,1,1 (Malware)
448,18410,24698,4,FALSE,65,82,53,0,2 (Data Breach)
449,76862,1068,8,TRUE,12,58,43,1,2 (Data Breach)
