Asset_ID,Asset_Value,Maintenance_Cost,Age,Compliance_Status,Cybersecurity_Score,Physical_Security_Score,Vendor_Risk_Score,Environmental_Risk,Previous_Incidents
87,87563,30524,0,1,42,90,38,2,2
88,56615,52454,6,1,63,26,6,0,0
89,54319,80708,10,0,17,42,4,2,3
90,89812,80643,9,1,61,54,92,1,0
91,91957,62633,10,1,94,49,73,2,2
92,73035,26313,4,0,84,56,81,2,0
93,56717,13149,8,1,55,62,46,2,3
94,88856,80936,8,0,40,26,36,1,2
95,48900,35455,6,1,25,96,97,3,2
96,96918,1543,1,1,11,6,67,0,1
97,73766,65015,0,1,99,45,25,2,0
98,50449,51632,10,0,96,93,46,2,3
99,88529,3080,5,0,20,51,57,3,0
100,5060,83675,9,0,0,9,30,1,2
101,10997,22292,7,0,93,82,44,2,3
102,3595,45986,0,1,20,11,49,3,3
103,81326,93145,6,1,67,5,87,1,0
104,27904,62290,6,1,95,84,45,1,0
105,70811,9195,5,1,53,93,85,3,1
106,97719,71525,8,0,74,13,17,0,3
107,55412,71989,6,1,77,65,45,3,2
108,17080,32209,4,0,67,98,54,1,0
109,92752,19465,7,1,44,91,25,1,1
110,95496,95476,8,1,65,19,37,1,1
111,80573,95152,7,0,75,24,84,3,1
112,17579,96971,3,0,63,35,35,0,0
113,96799,98398,0,0,47,7,1,1,2
114,20,54303,6,0,16,61,40,0,3
115,8811,67852,2,1,43,68,100,2,2
116,25449,48394,6,1,24,98,62,0,2
117,58715,39692,4,1,21,51,13,3,1
118,66291,2699,10,0,24,13,41,2,0
119,41923,79578,1,1,11,48,30,2,2
120,68118,76489,9,0,100,40,35,1,1
121,17569,27011,1,1,86,60,13,3,0
122,6412,3312,8,0,72,63,36,2,2
123,3025,80667,1,0,74,15,88,2,2
124,12569,57721,1,0,85,4,45,0,2
125,58197,74267,6,0,74,73,14,1,3
126,3689,22757,0,0,30,100,98,0,2
127,32768,30626,3,1,26,30,71,3,2
128,49067,75388,9,1,8,40,17,3,1
129,61751,68784,1,0,49,19,11,3,2
130,22652,17551,0,1,21,1,8,0,2
131,35057,91038,3,0,59,59,77,2,2
132,7688,31053,5,1,32,26,84,2,3
133,78717,74949,10,1,7,98,58,2,3
134,14406,96454,8,1,85,47,91,1,1
135,79812,47628,5,0,45,38,60,2,0
136,22417,75940,6,1,30,22,82,1,3
137,13159,64526,7,0,24,74,24,3,3
138,90600,90933,10,1,82,55,94,1,1
139,9936,39362,8,0,8,68,62,0,0
140,22889,35899,3,0,34,44,81,1,0
141,33681,73677,10,0,62,5,50,3,1
142,58762,5113,5,0,68,89,10,1,0
143,95630,54603,0,0,54,85,98,3,2
144,92709,60606,5,0,31,72,32,0,0
145,68104,25958,3,0,68,19,77,3,3
146,40322,32167,3,0,36,5,44,0,0
147,37400,91171,1,1,80,18,100,2,0
148,47982,69527,7,1,34,7,38,3,0
149,12134,88179,4,1,92,88,5,0,0
150,35383,1720,1,1,46,70,16,0,0
151,62946,30927,7,1,28,9,18,2,1
152,37413,675,7,0,100,10,95,1,0
153,52866,36399,0,0,64,71,9,3,0
154,83381,5477,10,1,87,61,75,1,1
155,62705,59354,9,1,46,54,90,3,3
156,75789,94924,8,0,81,4,35,2,0
157,86041,84081,4,1,75,96,38,2,3
158,43861,82455,5,1,72,86,80,1,0
159,41375,77635,9,1,69,51,62,3,0
160,72294,69559,2,0,15,39,13,2,3
161,29753,37585,1,1,8,41,10,2,1
162,78373,86860,9,1,85,96,26,1,2
163,91100,93247,5,0,92,10,25,3,0
164,92204,46397,6,0,19,47,22,2,3
165,36915,22628,8,0,80,87,71,0,1
166,49554,72069,0,0,77,84,46,0,1
167,91444,42507,2,0,27,3,92,3,3
168,36074,71395,6,1,88,56,58,0,1
169,61388,87373,9,0,53,52,75,3,2
170,37436,39991,3,1,19,94,34,0,1
171,34939,93345,7,1,26,6,44,2,3
172,93210,57005,0,0,77,1,10,1,3
173,9140,26879,6,0,40,35,75,2,2
174,41680,19918,9,0,82,3,52,2,2
175,12766,48707,7,0,47,2,23,2,0
176,92981,38656,5,1,56,89,92,3,1
177,9757,19055,2,0,80,33,14,3,0
178,25044,83425,1,1,91,95,35,3,1
179,49922,6265,9,1,38,56,71,0,1
180,30801,81734,9,1,91,9,98,1,2
181,67195,84282,9,1,63,38,99,2,0
182,5109,31052,7,0,98,76,94,1,2
183,15186,66604,6,0,54,78,61,3,3
184,39664,84063,0,0,89,80,41,0,3
185,36479,60317,1,0,62,68,7,2,0
186,3412,96786,1,1,47,14,84,3,2
187,31061,62937,9,1,3,3,62,0,3
188,37425,54223,0,1,30,2,63,3,3
189,24723,69801,9,0,36,76,89,2,3
190,18621,52536,0,0,58,70,69,2,3
191,78762,18619,0,1,93,57,32,1,3
192,66293,82789,2,0,45,52,2,3,2
193,45726,79411,10,1,45,41,82,1,0
194,48274,88620,9,0,62,90,20,1,2
195,26820,72954,8,1,7,97,41,1,2
196,77386,39158,7,0,44,17,24,1,0
197,63384,81710,2,0,99,22,32,3,2
198,72195,7101,2,0,3,25,39,2,3
199,55165,50878,2,1,20,24,17,2,3
200,96144,78382,1,1,40,1,77,0,1
201,14622,37129,2,1,9,26,40,2,2
202,74251,5089,6,1,59,28,64,3,3
203,35366,82229,6,0,49,64,18,2,2
204,75377,77216,2,1,61,24,73,3,3
205,461,79276,8,1,97,33,35,2,3
206,57194,12908,6,0,52,53,60,0,2
207,67242,26015,4,0,47,58,49,0,2
208,77064,55513,4,0,54,9,28,1,0
209,8611,4110,1,1,25,82,11,2,3
210,27259,30562,2,1,3,90,1,1,2
211,41713,76173,4,1,96,70,24,3,1
212,39876,7879,5,0,35,100,76,0,2
213,41849,41549,5,1,5,16,92,0,1
214,11041,58289,10,1,32,46,31,0,0
215,75538,2571,2,1,12,2,91,1,1
216,19491,61587,7,0,92,4,93,3,0
217,26442,91042,7,1,97,68,71,3,2
218,62332,32010,1,1,13,17,35,2,1
219,21052,44021,6,0,66,87,48,2,2
220,62438,61205,4,0,64,59,10,3,3
221,56446,59005,6,0,3,62,98,0,0
222,7613,18582,2,1,28,29,32,3,0
223,78590,83942,10,1,28,42,70,3,3
224,86543,10961,10,0,29,15,72,2,2
225,43367,13301,0,0,81,82,40,0,3
226,69280,92513,4,1,35,82,9,2,3
227,16724,39177,0,0,85,38,15,3,2
228,31060,66964,2,0,72,48,1,0,2
229,12303,10934,3,0,65,48,41,1,3
230,38938,40538,1,0,4,13,64,2,2
231,67637,6082,5,1,62,36,70,2,1
232,2348,19925,10,1,38,50,17,2,1
233,86655,50171,7,1,63,72,7,1,0
234,97655,31851,0,1,26,92,69,1,1
235,57032,60002,2,1,91,67,90,0,3
236,56245,29564,0,0,72,34,19,2,3
237,94201,88658,4,1,26,33,53,0,0
238,71053,41103,1,0,48,98,46,2,1
239,77023,20606,3,1,81,5,26,2,3
240,37156,20271,0,0,96,53,57,0,1
241,50829,20277,9,0,36,4,5,2,1
242,31398,71595,10,0,80,52,48,0,1
243,74645,98910,9,0,68,85,24,3,2
244,15499,65425,8,1,73,33,65,0,1
245,75649,71221,10,0,20,29,32,2,3
246,44173,21915,3,0,46,87,41,0,0
247,35450,5370,4,0,62,21,10,0,3
248,49817,47855,2,0,82,59,84,3,2
249,47171,85400,9,0,60,15,24,3,2
250,79996,92837,1,0,88,16,30,3,2
251,57807,67696,8,0,86,6,9,1,0
252,14092,78409,1,0,35,30,26,3,3
253,85140,53255,2,1,98,91,21,2,3
254,89400,39931,10,0,23,56,64,3,0
255,8947,75578,10,1,53,80,16,3,2
256,14231,82999,7,0,68,36,53,3,0
257,83727,67481,6,1,14,92,31,1,3
258,57409,6177,6,1,44,79,62,3,0
259,38194,96494,6,0,8,79,2,0,1
260,13707,2152,8,1,47,53,46,2,1
261,74152,45180,9,0,17,31,14,1,1
262,92902,81103,4,0,70,88,83,2,0
263,26663,54041,2,1,13,84,17,1,0
264,10233,54416,10,1,89,94,43,2,3
265,65178,86573,4,1,17,82,26,1,1
266,87776,63848,3,0,69,60,55,2,1
267,37462,1291,6,1,26,3,0,0,2
268,73309,65073,4,1,43,99,74,1,2
269,26824,41715,10,0,26,91,99,1,0
270,36694,23885,6,0,89,3,79,3,2
271,96578,20263,10,0,58,77,33,3,1
272,95950,54035,6,0,71,16,56,3,3
273,32897,64494,0,0,87,21,19,0,3
274,81108,83245,9,1,69,81,89,3,3
275,96287,75453,2,1,64,15,49,2,3
276,81749,39557,9,1,80,76,57,2,3
277,49243,79874,7,0,16,58,90,2,0
278,30617,64142,7,1,11,98,80,0,1
279,93977,4605,0,0,64,100,77,1,1
280,8741,80726,9,1,74,66,56,1,3
281,65044,57141,8,1,16,58,67,3,1
282,6885,49647,6,0,95,60,90,2,0
283,55530,79470,10,1,10,91,37,1,3
284,33178,18338,4,1,4,99,13,0,2
285,69634,9008,10,1,43,56,34,1,3
286,13717,5309,8,0,8,83,77,2,3
287,74207,4700,8,1,74,3,26,3,2
288,69795,36452,7,1,45,33,17,3,1
289,20520,7546,1,0,10,52,35,0,1
290,70862,69135,0,0,62,12,9,2,1
291,89410,51576,9,0,99,67,34,2,3
292,48356,4202,4,0,81,47,35,0,1
293,94578,33750,1,0,50,34,25,3,0
294,39706,69817,1,0,91,54,54,1,3
295,24550,10089,3,1,22,87,50,1,1
296,33734,6970,0,0,29,40,21,2,3
297,35499,53239,5,0,80,91,99,2,0
298,7264,22505,8,0,89,76,25,1,3
299,35884,53580,8,0,29,52,38,2,0
300,16353,67300,4,0,51,59,99,3,3
301,6758,99237,7,1,73,94,26,0,1
302,9527,4795,10,0,30,14,1,3,0
303,320,4525,10,0,72,52,43,0,1
304,8148,80712,8,0,39,96,39,3,3
305,42822,2471,5,0,44,47,79,1,0
306,34119,5718,1,0,37,93,17,1,1
307,24966,68179,8,0,57,18,5,0,3
308,8103,84977,7,1,39,10,11,3,0
309,58419,77544,6,1,45,29,20,0,2
310,80940,83190,10,1,92,35,91,2,1
311,20092,40508,2,1,6,16,55,1,1
312,1770,97679,5,0,75,68,90,1,3
313,31293,48967,9,1,69,67,16,1,1
314,8050,21392,3,0,42,91,3,2,0
315,15635,77252,8,1,77,41,34,3,3
316,68182,28284,8,0,72,29,97,1,2
317,12889,99405,1,0,45,69,19,3,0
318,21649,611,4,0,58,99,3,1,3
319,86393,44382,4,0,74,23,94,1,1
320,12501,37255,6,0,91,71,77,2,3
321,12960,40819,1,1,24,79,1,1,0
322,63551,16214,6,1,49,24,54,0,2
323,10914,22695,9,0,86,80,30,2,0
324,96722,98174,0,0,77,7,49,2,0
325,18682,19062,3,0,45,96,19,2,1
326,19953,27624,3,0,69,5,79,2,0
327,44053,76947,3,1,39,18,62,3,3
328,34385,89878,6,0,58,89,18,0,0
329,81731,2803,4,1,27,25,37,3,1
330,88267,73201,4,1,58,67,52,0,0
331,61759,37656,8,1,67,33,46,1,1
332,25101,994,10,0,16,34,82,3,1
333,53394,89907,3,1,91,31,10,3,3
334,5834,53136,9,1,53,53,70,0,0
335,55265,37419,3,0,36,89,37,0,3
336,51498,86081,3,0,35,52,3,1,1
337,23624,66971,2,1,91,89,11,1,3
338,78887,47580,6,0,43,11,79,0,2
339,3029,42658,3,0,90,47,74,0,1
340,83994,65728,2,0,49,14,73,3,3
341,96141,54320,1,1,19,74,15,0,1
342,45227,57701,7,1,76,19,36,0,3
343,21377,44251,6,1,57,29,25,0,3
344,9269,40121,0,1,33,4,37,0,0
345,25031,1896,1,0,60,34,36,0,3
346,14333,34813,0,1,32,4,11,2,0
347,86295,49957,4,0,3,86,2,2,1
348,94538,66247,10,0,24,41,30,3,3
349,48947,76480,2,1,93,49,89,0,3
350,15028,56040,5,0,19,11,27,1,3
351,22450,23726,6,0,52,31,87,3,3
352,49183,27192,0,0,53,96,46,0,1
353,98184,80359,8,1,47,27,41,3,1
354,35278,68069,4,0,30,26,23,3,1
355,32138,35838,9,0,27,80,33,1,1
356,86328,38963,1,0,25,88,35,3,0
357,96778,860,7,1,83,14,2,0,3
358,20793,58860,2,0,44,5,19,3,0
359,46048,60086,5,0,92,26,6,3,1
360,40559,62599,0,1,94,44,7,0,0
361,90580,72974,6,1,92,0,9,2,0
362,42937,27408,4,0,93,27,53,2,2
363,31118,10900,2,0,40,69,97,2,0
364,80812,39561,6,0,28,17,16,1,2
365,32947,3464,0,0,98,34,54,3,1
366,61927,4324,7,1,19,74,10,2,1
367,73544,53107,7,1,91,2,91,0,3
368,25999,28307,6,0,43,29,33,3,3
369,62297,12012,7,0,50,96,7,2,3
370,56002,36291,3,1,86,25,62,2,0
371,41044,47075,0,0,38,98,33,3,2
372,50814,56354,9,0,24,69,72,3,0
373,27227,38794,7,0,39,28,50,1,2
374,28932,32825,3,0,62,56,10,2,3
375,84866,30692,10,0,61,64,81,3,2
376,65878,77878,1,0,48,32,30,0,3
377,4563,26094,4,1,40,25,44,2,0
378,92592,81898,6,1,2,29,78,0,2
379,2321,3594,3,0,48,22,86,1,3
380,88799,43161,8,1,55,79,38,3,1
381,82366,42793,1,0,11,54,50,3,2
382,71798,31371,2,1,90,96,19,2,2
383,53502,28165,7,1,69,59,71,0,0
384,53553,43143,2,0,85,66,72,2,2
385,74260,87848,5,0,84,35,79,3,0
386,43836,42568,6,0,51,76,22,3,3
387,3104,19682,5,1,14,7,31,1,0
388,14219,66348,8,1,83,70,40,1,1
389,77697,34302,2,1,35,14,30,2,0
390,85125,13558,8,0,62,96,3,3,2
391,86792,67335,1,1,8,23,20,3,2
392,96855,34986,8,0,42,98,52,3,2
393,56213,77257,9,1,17,15,30,2,3
394,8644,25788,5,0,65,15,55,1,2
395,35133,1441,6,1,80,84,84,3,1
396,50251,44114,10,1,49,26,22,0,2
397,36862,40720,8,0,64,54,79,1,0
398,34521,33659,6,0,84,2,40,2,1
399,49049,92694,9,1,2,47,92,0,2
400,14977,75724,5,1,10,74,17,0,3
401,50484,55591,1,1,70,51,1,3,2
402,59913,97876,5,1,69,58,55,0,2
403,68673,62066,1,0,16,27,90,3,0
404,80132,10907,2,0,87,17,3,0,1
405,78909,91631,0,0,99,25,26,3,1
406,77849,67096,5,0,19,95,34,2,3
407,51241,63288,9,1,1,80,94,0,1
408,43464,11275,6,1,74,46,88,3,1
409,13138,65474,9,1,93,84,74,2,2
410,71488,9835,8,0,76,40,86,2,0
411,5792,58341,1,0,20,48,66,0,3
412,59410,70652,6,1,97,68,8,0,3
413,28498,25624,4,1,76,13,97,2,0
414,33631,315,5,1,68,41,62,0,1
415,89213,12815,3,0,73,48,47,3,2
416,19875,44572,6,0,18,20,0,1,1
417,74635,91404,6,0,64,9,68,3,0
418,66803,31096,2,1,9,67,25,2,1
419,74119,86591,1,1,75,2,2,3,0
420,45934,44130,0,0,49,43,51,0,2
421,20731,63309,3,1,58,64,74,0,1
422,15989,27170,0,1,83,26,64,3,3
423,45015,71502,7,0,100,5,18,2,1
424,77239,1508,6,1,88,74,47,2,0
425,39413,95803,3,1,63,69,0,3,1
426,7014,75119,7,1,84,41,38,0,3
427,16637,54976,1,1,62,11,48,3,2
428,55861,26805,5,0,24,41,67,1,0
429,73439,51734,4,1,31,10,62,1,2
430,89380,10228,4,1,74,100,37,0,1
431,70214,88328,10,1,95,13,26,3,0
432,32211,27683,2,1,99,92,55,1,3
433,6729,5995,3,1,43,86,60,0,0
434,54121,96378,1,1,13,75,66,3,3
435,10532,85531,1,0,74,55,94,1,0
436,62118,24956,8,1,91,37,31,2,1
437,78550,19753,3,0,35,48,80,3,2
438,96704,10556,2,0,72,78,40,2,3
439,87085,41661,7,1,44,98,92,2,3
440,35926,41763,5,0,29,60,81,0,1
441,39217,8409,7,0,43,60,11,3,1
442,41184,42100,4,0,50,73,38,0,0
443,28254,76951,4,0,6,29,100,3,1
444,19113,5985,0,1,12,12,45,1,3
445,89119,6696,8,1,2,33,25,2,2
446,88367,42434,4,0,36,91,58,1,2
447,55825,45238,5,1,29,21,100,3,1
448,78079,29879,6,1,51,63,51,0,0
449,93090,54049,4,1,58,76,24,1,3
450,98808,57783,4,1,86,28,47,3,0
451,16077,19715,4,1,52,75,81,2,1
452,43249,24479,3,1,33,21,65,1,1
453,88431,66948,9,1,85,41,74,0,3
454,77987,33549,5,0,98,86,1,1,0
455,50529,37635,3,1,86,10,12,0,2
456,99384,26124,5,0,90,86,56,2,2
457,31244,29290,1,0,44,4,82,1,0
458,97337,90219,2,1,8,24,16,3,0
459,10401,67379,2,0,48,99,79,2,0
460,25941,98469,2,0,87,60,36,0,1
461,46429,78474,7,1,35,61,6,0,2
462,899,64601,4,1,67,71,48,1,0
463,5869,83698,4,0,93,48,54,1,1
464,33828,4830,1,0,41,36,14,1,2
465,66654,30127,5,0,71,2,23,1,1
466,55509,47736,5,1,88,30,36,3,2
467,59228,29227,8,0,24,76,30,1,1
468,61870,55949,9,1,26,77,96,0,2
469,81228,97555,0,1,93,64,88,3,0
470,79594,80883,3,1,28,86,88,1,3
471,96634,22978,4,0,0,68,36,3,1
472,64182,3852,8,0,69,83,9,2,3
473,83343,58393,5,1,64,37,15,3,3
474,3131,41214,7,1,95,25,29,2,2
475,15350,50696,10,1,6,86,82,0,3
476,50426,16424,3,1,71,69,10,1,2
477,31804,16925,3,1,35,53,32,3,0
478,57058,83368,2,0,40,76,75,2,2
479,46132,94752,5,0,87,80,67,1,1
480,11767,49376,0,1,62,36,67,0,0
481,37855,68741,9,1,3,97,12,2,2
482,8599,40327,2,0,38,60,68,0,3
483,8404,34494,2,1,92,82,75,1,3
484,69178,39510,3,0,96,16,51,2,0
485,70058,8586,10,0,13,91,10,3,2
486,98821,40234,2,1,77,95,3,0,1
487,88842,76722,3,0,82,96,95,0,3
488,2528,59497,9,1,73,19,6,1,1
489,55849,92053,9,1,54,96,75,2,3
490,42042,89337,1,0,79,82,67,0,1
491,18615,61950,10,0,46,82,74,2,3
492,14966,18364,5,0,35,78,66,0,0
493,56822,95700,6,0,42,63,83,3,2
494,44879,90550,2,1,28,20,28,3,1
495,99845,24000,0,1,16,96,20,2,2
496,98658,59291,6,0,95,48,98,0,1
497,62167,60161,4,0,62,14,67,1,1
498,51756,2824,2,0,58,40,9,0,1
499,26240,53373,2,1,69,77,74,0,0
500,84339,2344,4,1,92,88,82,0,1
501,79540,61066,8,1,89,58,100,1,0
502,18343,83460,4,0,55,40,69,2,3
503,99658,20930,3,0,1,51,19,1,0
504,32414,74238,10,1,77,8,8,3,3
505,12031,91518,10,1,60,7,14,1,3
506,18385,67747,8,0,35,28,83,1,0
507,72622,83256,10,1,93,53,96,2,0
508,17341,82850,1,0,67,95,52,2,3
509,37285,16654,6,1,75,55,0,3,0
510,32139,59363,4,0,88,47,62,3,3
511,99498,52029,0,1,60,83,28,1,1
512,63727,47121,0,1,53,97,91,3,2
513,60339,53858,1,1,52,37,47,1,1
514,33115,81327,3,1,34,46,28,2,2
515,67656,55826,4,1,65,60,23,0,1
516,76150,95186,4,1,85,46,83,2,0
517,15078,32783,3,1,81,54,93,0,0
518,90489,36616,2,1,50,34,14,1,3
519,84873,61127,6,1,38,16,98,3,3
520,327,34432,8,0,77,6,21,1,3
521,94410,71508,3,1,38,16,64,0,2
522,1625,62026,5,1,32,95,81,1,2
523,57491,4229,7,1,45,91,92,2,3
524,50188,91785,1,0,1,47,32,3,1
525,26420,69713,5,1,75,14,67,3,2
526,52643,81287,1,1,83,100,85,3,2
527,61325,83534,8,0,72,40,19,2,0
528,36758,91475,8,0,49,94,70,1,0
529,86859,1551,2,0,72,30,64,1,0
530,22632,26569,1,1,81,43,79,3,0
531,41422,8944,5,0,4,35,68,1,2
532,54055,44536,0,0,43,77,78,0,0
533,64255,36658,0,1,1,22,10,1,3
534,65551,16817,8,1,69,7,33,3,1
535,45786,43874,3,0,94,40,34,2,1
536,6203,85327,8,0,90,23,28,0,2
537,3810,52227,7,0,8,54,97,1,3
538,90463,94783,2,1,17,92,35,1,3
539,34501,29604,5,0,9,76,51,0,1
540,15939,6314,3,0,91,12,48,0,0
541,48493,34261,7,1,8,54,13,1,3
542,23312,68472,2,1,71,28,87,3,2
543,98293,35768,7,1,18,50,34,2,1
544,77025,43438,6,1,63,16,84,3,2
545,14993,9506,9,1,39,64,75,1,3
546,14632,91143,10,0,32,73,0,2,0
547,13631,46199,4,0,65,55,7,2,1
548,77554,17065,4,0,43,93,33,0,3
549,36050,32200,4,1,79,40,70,0,0
550,3257,68607,7,0,33,63,97,3,1
551,33055,75482,0,1,12,98,43,0,3
552,67213,67826,5,1,33,18,16,2,2
553,20713,47426,3,1,22,21,64,1,2
554,3587,57803,4,0,50,61,30,2,0
555,23998,63280,7,0,29,56,45,3,2
556,68938,7502,5,1,7,90,97,2,0
557,88593,37670,3,0,6,95,27,2,3
558,36893,40426,1,0,82,16,52,1,1
559,73332,85302,1,1,10,19,45,1,1
560,24386,18777,4,0,47,23,15,2,0
561,28851,5799,4,1,42,45,93,3,2
562,49679,88756,2,1,17,10,33,2,1
563,57445,84451,0,0,80,56,62,2,0
564,25944,21484,10,0,50,7,37,3,0
565,44983,55410,7,1,23,85,16,0,3
566,55824,14000,5,0,69,33,76,0,1
567,68020,33028,6,1,45,75,38,1,1
568,64049,74416,4,1,74,51,62,0,2
569,95523,71940,4,1,14,39,41,0,0
570,71771,17743,3,0,6,76,24,2,2
571,13923,69956,8,1,69,3,43,3,1
572,29387,5350,6,0,6,49,56,3,0
573,43,75542,8,0,18,96,43,1,1
574,62598,15976,6,1,45,98,52,0,0
575,69357,53763,7,1,29,57,40,1,0
576,68471,53065,8,0,47,18,13,3,1
577,265,10150,3,1,19,56,8,3,1
578,36986,48649,6,1,29,37,66,2,0
579,14539,79250,9,0,31,26,31,2,2
580,52809,65709,6,1,90,15,45,0,3
581,59577,3225,4,1,81,21,52,0,2
582,73919,70696,4,1,44,9,64,3,0
583,92546,84034,1,1,37,83,39,1,1
584,65269,88391,10,0,94,96,7,0,1
585,29591,80244,6,0,96,20,29,3,3
586,18135,32090,4,0,0,84,5,1,1
587,52058,70776,7,1,56,53,9,3,3
588,40093,58078,4,0,58,42,15,2,2
589,868,60412,9,1,95,94,73,3,1
590,20388,20143,0,0,57,42,80,1,0
591,23804,59939,6,1,17,86,88,0,2
592,78533,13298,3,1,37,97,49,0,1
593,49052,14074,0,1,61,96,66,2,1
594,37820,23120,6,0,24,53,44,1,2
595,93044,53317,4,0,4,95,71,3,0
596,79279,22837,1,1,25,7,17,0,1
597,4268,78834,0,1,30,3,31,1,1
598,6295,52783,4,1,83,80,17,0,0
599,1040,8002,1,0,83,81,47,3,3
600,93775,34496,4,0,86,58,0,3,3
601,86492,88144,9,1,52,3,81,0,3
602,83137,60698,9,1,85,85,28,3,1
603,80553,51965,2,0,73,52,48,1,0
604,91499,33140,4,1,49,37,10,0,3
605,73563,30889,10,0,5,12,15,1,2
606,6005,54801,5,1,87,18,50,0,2
607,20840,82692,5,0,83,20,2,3,3
608,25864,84682,3,0,54,59,26,3,3
609,45932,93938,1,1,14,77,30,0,2
610,87587,70576,8,1,21,44,70,0,1
611,99836,61690,6,1,36,20,62,2,0
612,89879,59301,7,0,88,91,49,3,2
613,11332,67919,5,1,0,68,48,1,2
614,51236,56409,5,0,28,38,70,3,0
615,74548,70108,6,0,54,82,87,1,2
616,78016,70326,3,0,45,66,23,0,0
617,93470,22479,3,1,21,18,45,2,2
618,21589,80444,3,1,54,86,36,1,3
619,66128,68021,5,1,48,67,87,0,1
620,18810,22334,8,1,99,46,95,2,0
621,64541,78299,3,0,14,47,2,0,0
622,96519,66417,3,1,13,47,92,3,2
623,47539,93888,0,0,51,77,36,2,1
624,39874,64183,7,1,46,39,69,2,2
625,7347,84246,2,0,48,40,36,3,3
626,26025,49938,0,0,20,0,16,0,1
627,3869,19202,10,0,65,51,63,3,2
628,38064,19292,10,1,33,31,57,0,0
629,3104,20801,3,1,3,94,61,1,3
